class Espinhos 1120 6000 32 16
class Espinhos 1920 6000 32 16
class Espinhos 1568 5552 32 16
class Espinhos 352 144 32 16
class Espinhos 320 5648 32 16
class Espinhos 2432 1456 32 16
class Espinhos 1952 3824 32 16
class Espinhos 416 752 32 16
class Espinhos 864 6256 32 16
class Espinhos 96 1776 32 16
class Espinhos 1440 1904 32 16
class Espinhos 352 144 32 16
class Espinhos 384 752 32 16
class Espinhos 864 4528 32 16
class Espinhos 704 304 32 16
class Espinhos 96 2448 32 16
class Espinhos 1568 5552 32 16
class Espinhos 384 752 32 16
class Espinhos 288 5488 32 16
class Espinhos 1952 3824 32 16
class Espinhos 128 2448 32 16
class Espinhos 1504 3824 32 16
class Espinhos 1280 2992 32 16
class Espinhos 1216 2320 32 16
class Espinhos 704 304 32 16
class Espinhos 1920 6000 32 16
class Espinhos 800 752 32 16
class Espinhos 384 4912 32 16
class Espinhos 384 752 32 16
class Espinhos 864 4528 32 16
class Espinhos 864 4528 32 16
class Espinhos 2016 304 32 16
class Espinhos 1952 880 32 16
class Espinhos 864 4528 32 16
class Espinhos 800 4752 32 16
class Espinhos 352 4912 32 16
class Espinhos 1952 880 32 16
class Lava 736 5312 32 32
class Lava 992 3136 32 32
class Lava 224 2464 32 32
class Lava 1216 3840 32 32
