58,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,56,
59,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,66,44,
11,11,11,11,11,-1,-1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,
11,11,11,11,11,-1,-1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,
28,27,28,27,02,02,02,02,02,02,02,02,02,02,02,03,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,01,02,02,02,03,01,02,02,02,03,01,02,02,02,03,44,
39,38,39,38,13,13,13,13,13,13,13,13,13,13,13,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,13,13,14,12,13,13,13,14,12,13,13,13,14,44,
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,01,02,02,02,03,01,02,02,02,03,11,11,11,11,11,11,11,11,11,11,67,68,68,68,69,67,68,68,68,69,67,68,68,68,69,44,
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,13,13,14,12,13,13,13,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,
46,58,68,68,68,68,68,68,68,68,68,68,68,68,68,59,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,67,68,68,68,69,67,68,68,68,69,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,
46,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,01,02,02,02,03,11,11,11,11,11,11,11,11,01,02,02,02,03,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,01,02,02,02,03,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,
46,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,13,13,14,11,11,11,11,11,11,11,11,12,13,13,13,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,13,13,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,
46,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,46,46,46,25,26,11,11,11,11,11,11,11,67,68,68,68,69,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,67,68,68,68,69,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,
46,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,46,46,46,36,37,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,
46,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,46,46,46,46,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,01,02,02,02,03,11,11,11,11,44,
46,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,67,68,68,68,68,59,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,13,13,14,11,11,11,11,44,
