46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,57,58,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,56,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,57,58,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,58,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,56,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,79,80,80,80,80,80,80,80,80,80,80,80,80,80,82,0,0,0,0,1,2,23,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,90,91,91,91,91,91,91,91,91,91,91,91,91,91,93,0,0,0,0,12,13,34,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,58,68,68,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,2,3,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,12,13,14,0,0,0,0,0,0,0,0,0,12,13,14,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,36,13,14,0,0,0,0,0,0,0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0,0,0,67,68,69,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,67,68,69,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,14,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,55,56,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,56,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,36,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,34,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
