3.000000 39.959995 12496.000000 80608.484375
3.000000 39.959995 12496.000000 80608.484375
3.000000 39.929996 12487.000000 80488.695312
3.000000 39.929996 12487.000000 80488.695312
3.000000 39.899998 12478.000000 80368.992188
3.000000 39.899998 12478.000000 80368.992188
3.000000 39.869999 12469.000000 80249.382812
3.000000 39.869999 12469.000000 80249.382812
3.000000 39.840000 12460.000000 80129.859375
3.000000 39.840000 12460.000000 80129.859375
3.000000 39.810001 12451.000000 80010.429688
3.000000 39.810001 12451.000000 80010.429688
3.000000 39.780003 12442.000000 79891.085938
3.000000 39.780003 12442.000000 79891.085938
3.000000 39.750004 12433.000000 79771.835938
3.000000 39.750004 12433.000000 79771.835938
3.000000 39.720005 12424.000000 79652.679688
3.000000 39.720005 12424.000000 79652.679688
3.000000 39.690006 12415.000000 79533.609375
3.000000 39.690006 12415.000000 79533.609375
